Date,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Province,Island
2020-11-15,85,0,67,18,14285,579,11715,1991,Sumatera Utara,Sumatera
2020-11-16,21,0,13,8,7932,294,6222,1416,Aceh,Sumatera
2020-11-16,7,0,10,-3,12689,401,11615,673,Bali,Nusa Tenggara
2020-11-16,0,0,2,-2,10932,297,8222,2413,Banten,Jawa
2020-11-16,2,0,4,-2,1405,62,1063,280,Bengkulu,Sumatera
2020-11-16,1006,2,868,136,119146,2427,107316,9403,DKI Jakarta,Jawa
2020-11-16,67,0,15,52,4570,114,3638,818,Daerah Istimewa Yogyakarta,Jawa
2020-11-16,0,1,4,-5,3054,88,2896,70,Gorontalo,Sulawesi
2020-11-16,0,0,11,-11,1453,30,985,438,Jambi,Sumatera
2020-11-16,558,19,655,-116,45035,825,34541,9669,Jawa Barat,Jawa
2020-11-16,706,11,346,349,44138,2018,33289,8831,Jawa Tengah,Jawa
2020-11-16,264,28,247,-11,56502,4038,50552,1912,Jawa Timur,Jawa
2020-11-16,9,0,20,-11,2079,20,1532,527,Kalimantan Barat,Kalimantan
2020-11-16,22,2,46,-26,12542,504,11416,622,Kalimantan Selatan,Kalimantan
2020-11-16,0,0,0,0,4972,167,4132,673,Kalimantan Tengah,Kalimantan
2020-11-16,158,2,214,-58,17168,535,14522,2111,Kalimantan Timur,Kalimantan
2020-11-16,2,0,0,2,980,11,843,126,Kalimantan Utara,Kalimantan
2020-11-16,2,0,7,-5,805,10,659,136,Kepulauan Bangka Belitung,Sumatera
2020-11-16,2,2,0,0,4732,120,3385,1227,Kepulauan Riau,Sumatera
2020-11-16,61,2,12,47,2743,113,1441,1189,Lampung,Sumatera
2020-11-16,0,0,4,-4,4129,53,3548,528,Maluku,Maluku
2020-11-16,3,0,0,3,2297,76,1946,275,Maluku Utara,Maluku
2020-11-16,0,0,0,0,4401,229,3545,627,Nusa Tenggara Barat,Nusa Tenggara
2020-11-16,11,0,14,-3,841,14,624,203,Nusa Tenggara Timur,Nusa Tenggara
2020-11-16,17,0,77,-60,9748,137,5030,4581,Papua,Papua
2020-11-16,0,1,15,-16,4671,71,4104,496,Papua Barat,Papua
2020-11-16,148,8,125,15,16756,396,14355,2005,Riau,Sumatera
2020-11-16,5,0,6,-1,1315,17,952,346,Sulawesi Barat,Sulawesi
2020-11-16,46,0,107,-61,19375,473,17305,1597,Sulawesi Selatan,Sulawesi
2020-11-16,74,2,13,59,1232,50,872,310,Sulawesi Tengah,Sulawesi
2020-11-16,41,1,46,-6,5714,92,4466,1156,Sulawesi Tenggara,Sulawesi
2020-11-16,100,2,37,61,6059,228,4958,873,Sulawesi Utara,Sulawesi
2020-11-16,38,3,80,-45,17393,338,13913,3142,Sumatera Barat,Sumatera
2020-11-16,45,1,99,-55,8754,465,7160,1129,Sumatera Selatan,Sumatera
2020-11-16,118,4,107,7,14403,583,11822,1998,Sumatera Utara,Sumatera
2020-11-17,43,3,28,12,7975,297,6250,1428,Aceh,Sumatera
2020-11-17,2,0,9,-7,12691,401,11624,666,Bali,Nusa Tenggara
2020-11-17,0,0,1,-1,10932,297,8223,2412,Banten,Jawa
2020-11-17,14,1,25,-12,1419,63,1088,268,Bengkulu,Sumatera
2020-11-17,1037,36,825,176,120183,2463,108141,9579,DKI Jakarta,Jawa
2020-11-17,90,1,30,59,4660,115,3668,877,Daerah Istimewa Yogyakarta,Jawa
2020-11-17,0,0,7,-7,3054,88,2903,63,Gorontalo,Sulawesi
2020-11-17,10,2,7,1,1463,32,992,439,Jambi,Sumatera
2020-11-17,646,23,909,-286,45681,848,35450,9383,Jawa Barat,Jawa
2020-11-17,652,42,554,56,44790,2060,33843,8887,Jawa Tengah,Jawa
2020-11-17,207,22,67,118,56709,4060,50619,2030,Jawa Timur,Jawa
2020-11-17,38,0,15,23,2117,20,1547,550,Kalimantan Barat,Kalimantan
2020-11-17,14,0,175,-161,12556,504,11591,461,Kalimantan Selatan,Kalimantan
2020-11-17,65,2,58,5,5037,169,4190,678,Kalimantan Tengah,Kalimantan
2020-11-17,171,0,216,-45,17339,535,14738,2066,Kalimantan Timur,Kalimantan
2020-11-17,15,0,10,5,995,11,853,131,Kalimantan Utara,Kalimantan
2020-11-17,15,0,46,-31,820,10,705,105,Kepulauan Bangka Belitung,Sumatera
2020-11-17,1,1,102,-102,4733,121,3487,1125,Kepulauan Riau,Sumatera
2020-11-17,22,3,117,-98,2765,116,1558,1091,Lampung,Sumatera
2020-11-17,19,0,36,-17,4148,53,3584,511,Maluku,Maluku
2020-11-17,20,0,0,20,2317,76,1946,295,Maluku Utara,Maluku
2020-11-17,4,0,3,1,4405,229,3548,628,Nusa Tenggara Barat,Nusa Tenggara
2020-11-17,25,0,4,21,866,14,628,224,Nusa Tenggara Timur,Nusa Tenggara
2020-11-17,6,0,0,6,9754,137,5030,4587,Papua,Papua
2020-11-17,1,0,15,-14,4672,71,4119,482,Papua Barat,Papua
2020-11-17,268,2,41,225,17024,398,14396,2230,Riau,Sumatera
2020-11-17,6,0,3,3,1321,17,955,349,Sulawesi Barat,Sulawesi
2020-11-17,63,1,35,27,19438,474,17340,1624,Sulawesi Selatan,Sulawesi
2020-11-17,33,1,15,17,1265,51,887,327,Sulawesi Tengah,Sulawesi
2020-11-17,17,0,3,14,5731,92,4469,1170,Sulawesi Tenggara,Sulawesi
2020-11-17,44,0,28,16,6103,228,4986,889,Sulawesi Utara,Sulawesi
2020-11-17,105,10,37,58,17498,348,13950,3200,Sumatera Barat,Sumatera
2020-11-17,50,0,31,19,8804,465,7191,1148,Sumatera Selatan,Sumatera
2020-11-17,101,1,105,-5,14504,584,11927,1993,Sumatera Utara,Sumatera
2020-11-18,18,22,115,-119,7993,319,6365,1309,Aceh,Sumatera
2020-11-18,69,1,85,-17,12760,402,11709,649,Bali,Nusa Tenggara
2020-11-18,54,0,0,54,10986,297,8223,2466,Banten,Jawa
2020-11-18,21,1,20,0,1440,64,1108,268,Bengkulu,Sumatera
2020-11-18,1148,11,2193,-1056,121331,2474,110334,8523,DKI Jakarta,Jawa
2020-11-18,153,2,41,110,4813,117,3709,987,Daerah Istimewa Yogyakarta,Jawa
2020-11-18,3,0,3,0,3057,88,2906,63,Gorontalo,Sulawesi
2020-11-18,27,0,37,-10,1490,32,1029,429,Jambi,Sumatera
2020-11-18,367,4,887,-524,46048,852,36337,8859,Jawa Barat,Jawa
2020-11-18,495,18,388,89,45285,2078,34231,8976,Jawa Tengah,Jawa
2020-11-18,480,16,100,364,57189,4076,50719,2394,Jawa Timur,Jawa
2020-11-18,39,0,11,28,2156,20,1558,578,Kalimantan Barat,Kalimantan
2020-11-18,83,1,2,80,12639,505,11593,541,Kalimantan Selatan,Kalimantan
2020-11-18,45,1,26,18,5082,170,4216,696,Kalimantan Tengah,Kalimantan
2020-11-18,253,0,65,188,17592,535,14803,2254,Kalimantan Timur,Kalimantan
2020-11-18,14,0,0,14,1009,11,853,145,Kalimantan Utara,Kalimantan
2020-11-18,12,0,14,-2,832,10,719,103,Kepulauan Bangka Belitung,Sumatera
2020-11-18,0,0,1,-1,4733,121,3488,1124,Kepulauan Riau,Sumatera
2020-11-18,0,0,3,-3,2765,116,1561,1088,Lampung,Sumatera
2020-11-18,4,0,2,2,4152,53,3586,513,Maluku,Maluku
2020-11-18,5,1,0,4,2322,77,1946,299,Maluku Utara,Maluku
2020-11-18,21,1,10,10,4426,230,3558,638,Nusa Tenggara Barat,Nusa Tenggara
2020-11-18,33,0,7,26,899,14,635,250,Nusa Tenggara Timur,Nusa Tenggara
2020-11-18,4,0,0,4,9758,137,5030,4591,Papua,Papua
2020-11-18,75,0,100,-25,4747,71,4219,457,Papua Barat,Papua
2020-11-18,274,2,248,24,17298,400,14644,2254,Riau,Sumatera
2020-11-18,2,1,1,0,1323,18,956,349,Sulawesi Barat,Sulawesi
2020-11-18,46,0,10,36,19484,474,17350,1660,Sulawesi Selatan,Sulawesi
2020-11-18,73,1,6,66,1338,52,893,393,Sulawesi Tengah,Sulawesi
2020-11-18,96,0,0,96,5827,92,4469,1266,Sulawesi Tenggara,Sulawesi
2020-11-18,6,0,9,-3,6109,228,4995,886,Sulawesi Utara,Sulawesi
2020-11-18,210,6,147,57,17708,354,14097,3257,Sumatera Barat,Sumatera
2020-11-18,50,2,21,27,8854,467,7212,1175,Sumatera Selatan,Sumatera
2020-11-18,85,2,72,11,14589,586,11999,2004,Sumatera Utara,Sumatera
2020-11-19,50,1,0,49,8043,320,6365,1358,Aceh,Sumatera
2020-11-19,88,0,66,22,12848,402,11775,671,Bali,Nusa Tenggara
2020-11-19,159,0,0,159,11145,297,8223,2625,Banten,Jawa
2020-11-19,21,2,15,4,1461,66,1123,272,Bengkulu,Sumatera
2020-11-19,1185,14,2671,-1500,122516,2488,113005,7023,DKI Jakarta,Jawa
2020-11-19,108,0,50,58,4921,117,3759,1045,Daerah Istimewa Yogyakarta,Jawa
2020-11-19,0,0,0,0,3057,88,2906,63,Gorontalo,Sulawesi
2020-11-19,40,1,45,-6,1530,33,1074,423,Jambi,Sumatera
2020-11-19,398,8,638,-248,46446,860,36975,8611,Jawa Barat,Jawa
2020-11-19,442,8,333,101,45727,2086,34564,9077,Jawa Tengah,Jawa
2020-11-19,425,6,400,19,57614,4082,51119,2413,Jawa Timur,Jawa
2020-11-19,28,0,10,18,2184,20,1568,596,Kalimantan Barat,Kalimantan
2020-11-19,40,3,2,35,12679,508,11595,576,Kalimantan Selatan,Kalimantan
2020-11-19,20,5,29,-14,5102,175,4245,682,Kalimantan Tengah,Kalimantan
2020-11-19,132,0,0,132,17724,535,14803,2386,Kalimantan Timur,Kalimantan
2020-11-19,0,0,3,-3,1009,11,856,142,Kalimantan Utara,Kalimantan
2020-11-19,23,1,0,22,855,11,719,125,Kepulauan Bangka Belitung,Sumatera
2020-11-19,21,0,1,20,4754,121,3489,1144,Kepulauan Riau,Sumatera
2020-11-19,125,4,50,71,2890,120,1611,1159,Lampung,Sumatera
2020-11-19,50,4,13,33,4202,57,3599,546,Maluku,Maluku
2020-11-19,1,2,16,-17,2323,79,1962,282,Maluku Utara,Maluku
2020-11-19,16,0,14,2,4442,230,3572,640,Nusa Tenggara Barat,Nusa Tenggara
2020-11-19,0,0,0,0,899,14,635,250,Nusa Tenggara Timur,Nusa Tenggara
2020-11-19,0,0,0,0,9758,137,5030,4591,Papua,Papua
2020-11-19,36,4,53,-21,4783,75,4272,436,Papua Barat,Papua
2020-11-19,688,2,998,-312,17986,402,15642,1942,Riau,Sumatera
2020-11-19,29,0,11,18,1352,18,967,367,Sulawesi Barat,Sulawesi
2020-11-19,117,2,110,5,19601,476,17460,1665,Sulawesi Selatan,Sulawesi
2020-11-19,52,2,15,35,1390,54,908,428,Sulawesi Tengah,Sulawesi
2020-11-19,70,0,0,70,5897,92,4469,1336,Sulawesi Tenggara,Sulawesi
2020-11-19,119,3,10,106,6228,231,5005,992,Sulawesi Utara,Sulawesi
2020-11-19,195,2,401,-208,17903,356,14498,3049,Sumatera Barat,Sumatera
2020-11-19,44,13,41,-10,8898,480,7253,1165,Sumatera Selatan,Sumatera
2020-11-19,79,2,77,0,14668,588,12076,2004,Sumatera Utara,Sumatera
2020-11-20,21,0,0,21,8064,320,6365,1379,Aceh,Sumatera
2020-11-20,61,2,54,5,12909,404,11829,676,Bali,Nusa Tenggara
2020-11-20,128,4,4,120,11273,301,8227,2745,Banten,Jawa
2020-11-20,15,0,41,-26,1476,66,1164,246,Bengkulu,Sumatera
2020-11-20,1240,0,570,670,123756,2488,113575,7693,DKI Jakarta,Jawa
2020-11-20,68,2,59,7,4989,119,3818,1052,Daerah Istimewa Yogyakarta,Jawa
2020-11-20,0,0,0,0,3057,88,2906,63,Gorontalo,Sulawesi
2020-11-20,45,0,40,5,1575,33,1114,428,Jambi,Sumatera
2020-11-20,872,1,101,770,47318,861,37076,9381,Jawa Barat,Jawa
2020-11-20,509,7,418,84,46236,2093,34982,9161,Jawa Tengah,Jawa
2020-11-20,378,24,195,159,57992,4106,51314,2572,Jawa Timur,Jawa
2020-11-20,34,0,26,8,2218,20,1594,604,Kalimantan Barat,Kalimantan
2020-11-20,58,3,3,52,12737,511,11598,628,Kalimantan Selatan,Kalimantan
2020-11-20,65,1,21,43,5167,176,4266,725,Kalimantan Tengah,Kalimantan
2020-11-20,165,0,0,165,17889,535,14803,2551,Kalimantan Timur,Kalimantan
2020-11-20,48,0,1,47,1057,11,857,189,Kalimantan Utara,Kalimantan
2020-11-20,10,0,27,-17,865,11,746,108,Kepulauan Bangka Belitung,Sumatera
2020-11-20,7,0,3,4,4761,121,3492,1148,Kepulauan Riau,Sumatera
2020-11-20,44,1,3,40,2934,121,1614,1199,Lampung,Sumatera
2020-11-20,10,0,20,-10,4212,57,3619,536,Maluku,Maluku
2020-11-20,13,0,0,13,2336,79,1962,295,Maluku Utara,Maluku
2020-11-20,39,4,22,13,4481,234,3594,653,Nusa Tenggara Barat,Nusa Tenggara
2020-11-20,13,0,21,-8,912,14,656,242,Nusa Tenggara Timur,Nusa Tenggara
2020-11-20,0,0,0,0,9758,137,5030,4591,Papua,Papua
2020-11-20,69,0,3,66,4852,75,4275,502,Papua Barat,Papua
2020-11-20,176,5,196,-25,18162,407,15838,1917,Riau,Sumatera
2020-11-20,6,1,12,-7,1358,19,979,360,Sulawesi Barat,Sulawesi
2020-11-20,105,0,91,14,19706,476,17551,1679,Sulawesi Selatan,Sulawesi
2020-11-20,4,0,23,-19,1394,54,931,409,Sulawesi Tengah,Sulawesi
2020-11-20,76,2,0,74,5973,94,4469,1410,Sulawesi Tenggara,Sulawesi
2020-11-20,145,0,54,91,6373,231,5059,1083,Sulawesi Utara,Sulawesi
2020-11-20,218,4,119,95,18121,360,14617,3144,Sumatera Barat,Sumatera
2020-11-20,71,2,25,44,8969,482,7278,1209,Sumatera Selatan,Sumatera
2020-11-20,79,1,71,7,14747,589,12147,2011,Sumatera Utara,Sumatera
2020-11-21,42,0,0,42,8106,320,6365,1421,Aceh,Sumatera
2020-11-21,94,0,73,21,13003,404,11902,697,Bali,Nusa Tenggara
2020-11-21,182,3,0,179,11455,304,8227,2924,Banten,Jawa
2020-11-21,62,0,15,47,1538,66,1179,293,Bengkulu,Sumatera
2020-11-21,1579,15,1085,479,125335,2503,114660,8172,DKI Jakarta,Jawa
2020-11-21,56,2,27,27,5045,121,3845,1079,Daerah Istimewa Yogyakarta,Jawa
2020-11-21,0,0,2,-2,3057,88,2908,61,Gorontalo,Sulawesi
2020-11-21,44,1,32,11,1619,34,1146,439,Jambi,Sumatera
2020-11-21,364,0,628,-264,47682,861,37704,9117,Jawa Barat,Jawa
2020-11-21,655,16,238,401,46891,2109,35220,9562,Jawa Tengah,Jawa
2020-11-21,343,16,373,-46,58335,4122,51687,2526,Jawa Timur,Jawa
2020-11-21,10,0,23,-13,2228,20,1617,591,Kalimantan Barat,Kalimantan
2020-11-21,89,1,0,88,12826,512,11598,716,Kalimantan Selatan,Kalimantan
2020-11-21,58,1,42,15,5225,177,4308,740,Kalimantan Tengah,Kalimantan
2020-11-21,251,0,180,71,18140,535,14983,2622,Kalimantan Timur,Kalimantan
2020-11-21,31,0,0,31,1088,11,857,220,Kalimantan Utara,Kalimantan
2020-11-21,8,0,7,1,873,11,753,109,Kepulauan Bangka Belitung,Sumatera
2020-11-21,0,0,0,0,4761,121,3492,1148,Kepulauan Riau,Sumatera
2020-11-21,46,0,50,-4,2980,121,1664,1195,Lampung,Sumatera
2020-11-21,33,3,43,-13,4245,60,3662,523,Maluku,Maluku
2020-11-21,8,0,4,4,2344,79,1966,299,Maluku Utara,Maluku
2020-11-21,28,0,2,26,4509,234,3596,679,Nusa Tenggara Barat,Nusa Tenggara
2020-11-21,25,0,2,23,937,14,658,265,Nusa Tenggara Timur,Nusa Tenggara
2020-11-21,0,0,0,0,9758,137,5030,4591,Papua,Papua
2020-11-21,71,3,38,30,4923,78,4313,532,Papua Barat,Papua
2020-11-21,308,4,122,182,18470,411,15960,2099,Riau,Sumatera
2020-11-21,6,1,6,-1,1364,20,985,359,Sulawesi Barat,Sulawesi
2020-11-21,88,5,266,-183,19794,481,17817,1496,Sulawesi Selatan,Sulawesi
2020-11-21,59,4,4,51,1453,58,935,460,Sulawesi Tengah,Sulawesi
2020-11-21,66,1,0,65,6039,95,4469,1475,Sulawesi Tenggara,Sulawesi
2020-11-21,20,0,15,5,6393,231,5074,1088,Sulawesi Utara,Sulawesi
2020-11-21,243,10,125,108,18364,370,14742,3252,Sumatera Barat,Sumatera
2020-11-21,53,1,1,51,9022,483,7279,1260,Sumatera Selatan,Sumatera
2020-11-21,76,3,77,-4,14823,592,12224,2007,Sumatera Utara,Sumatera
2020-11-22,18,0,0,18,8124,320,6365,1439,Aceh,Sumatera
2020-11-22,103,1,60,42,13106,405,11962,739,Bali,Nusa Tenggara
2020-11-22,122,0,1,121,11577,304,8228,3045,Banten,Jawa
2020-11-22,31,1,25,5,1569,67,1204,298,Bengkulu,Sumatera
2020-11-22,1342,16,1070,256,126677,2519,115730,8428,DKI Jakarta,Jawa
2020-11-22,77,4,9,64,5122,125,3854,1143,Daerah Istimewa Yogyakarta,Jawa
2020-11-22,5,0,0,5,3062,88,2908,66,Gorontalo,Sulawesi
2020-11-22,29,1,0,28,1648,35,1146,467,Jambi,Sumatera
2020-11-22,374,0,153,221,48056,861,37857,9338,Jawa Barat,Jawa
2020-11-22,477,20,623,-166,47368,2129,35843,9396,Jawa Tengah,Jawa
2020-11-22,295,24,301,-30,58630,4146,51988,2496,Jawa Timur,Jawa
2020-11-22,16,0,32,-16,2244,20,1649,575,Kalimantan Barat,Kalimantan
2020-11-22,75,3,1,71,12901,515,11599,787,Kalimantan Selatan,Kalimantan
2020-11-22,131,3,31,97,5356,180,4339,837,Kalimantan Tengah,Kalimantan
2020-11-22,138,0,135,3,18278,535,15118,2625,Kalimantan Timur,Kalimantan
2020-11-22,48,4,15,29,1136,15,872,249,Kalimantan Utara,Kalimantan
2020-11-22,9,0,5,4,882,11,758,113,Kepulauan Bangka Belitung,Sumatera
2020-11-22,174,0,0,174,4935,121,3492,1322,Kepulauan Riau,Sumatera
2020-11-22,46,3,9,34,3026,124,1673,1229,Lampung,Sumatera
2020-11-22,10,0,0,10,4255,60,3662,533,Maluku,Maluku
2020-11-22,3,0,0,3,2347,79,1966,302,Maluku Utara,Maluku
2020-11-22,10,0,30,-20,4519,234,3626,659,Nusa Tenggara Barat,Nusa Tenggara
2020-11-22,14,2,6,6,951,16,664,271,Nusa Tenggara Timur,Nusa Tenggara
2020-11-22,0,0,0,0,9758,137,5030,4591,Papua,Papua
2020-11-22,46,1,53,-8,4969,79,4366,524,Papua Barat,Papua
2020-11-22,171,5,177,-11,18641,416,16137,2088,Riau,Sumatera
2020-11-22,9,0,10,-1,1373,20,995,358,Sulawesi Barat,Sulawesi
2020-11-22,98,3,173,-78,19892,484,17990,1418,Sulawesi Selatan,Sulawesi
2020-11-22,61,1,20,40,1514,59,955,500,Sulawesi Tengah,Sulawesi
2020-11-22,49,1,0,48,6088,96,4469,1523,Sulawesi Tenggara,Sulawesi
2020-11-22,23,2,19,2,6416,233,5093,1090,Sulawesi Utara,Sulawesi
2020-11-22,229,7,345,-123,18593,377,15087,3129,Sumatera Barat,Sumatera
2020-11-22,57,1,23,33,9079,484,7302,1293,Sumatera Selatan,Sumatera
2020-11-22,74,3,69,2,14897,595,12293,2009,Sumatera Utara,Sumatera
2020-11-23,30,0,2,28,8154,320,6367,1467,Aceh,Sumatera
2020-11-23,68,3,63,2,13174,408,12025,741,Bali,Nusa Tenggara
2020-11-23,171,2,9,160,11748,306,8237,3205,Banten,Jawa
2020-11-23,5,4,43,-42,1574,71,1247,256,Bengkulu,Sumatera
2020-11-23,1009,3,1052,-46,127686,2522,116782,8382,DKI Jakarta,Jawa
2020-11-23,82,2,100,-20,5204,127,3954,1123,Daerah Istimewa Yogyakarta,Jawa
2020-11-23,1,0,48,-47,3063,88,2956,19,Gorontalo,Sulawesi
2020-11-23,0,0,28,-28,1648,35,1174,439,Jambi,Sumatera
2020-11-23,602,0,937,-335,48658,861,38794,9003,Jawa Barat,Jawa
2020-11-23,1005,11,310,684,48373,2140,36153,10080,Jawa Tengah,Jawa
2020-11-23,365,36,392,-63,58995,4182,52380,2433,Jawa Timur,Jawa
2020-11-23,10,0,21,-11,2254,20,1670,564,Kalimantan Barat,Kalimantan
2020-11-23,11,0,9,2,12912,515,11608,789,Kalimantan Selatan,Kalimantan
2020-11-23,85,3,35,47,5441,183,4374,884,Kalimantan Tengah,Kalimantan
2020-11-23,132,1,18,113,18410,536,15136,2738,Kalimantan Timur,Kalimantan
2020-11-23,10,0,22,-12,1146,15,894,237,Kalimantan Utara,Kalimantan
2020-11-23,11,1,6,4,893,12,764,117,Kepulauan Bangka Belitung,Sumatera
2020-11-23,273,0,13,260,5208,121,3505,1582,Kepulauan Riau,Sumatera
2020-11-23,60,11,50,-1,3086,135,1723,1228,Lampung,Sumatera
2020-11-23,16,0,31,-15,4271,60,3693,518,Maluku,Maluku
2020-11-23,2,1,0,1,2349,80,1966,303,Maluku Utara,Maluku
2020-11-23,15,1,3,11,4534,235,3629,670,Nusa Tenggara Barat,Nusa Tenggara
2020-11-23,8,0,14,-6,959,16,678,265,Nusa Tenggara Timur,Nusa Tenggara
2020-11-23,0,0,0,0,9758,137,5030,4591,Papua,Papua
2020-11-23,31,1,59,-29,5000,80,4425,495,Papua Barat,Papua
2020-11-23,113,2,133,-22,18754,418,16270,2066,Riau,Sumatera
2020-11-23,2,0,13,-11,1375,20,1008,347,Sulawesi Barat,Sulawesi
2020-11-23,100,2,42,56,19992,486,18032,1474,Sulawesi Selatan,Sulawesi
2020-11-23,37,3,3,31,1551,62,958,531,Sulawesi Tengah,Sulawesi
2020-11-23,14,1,10,3,6102,97,4479,1526,Sulawesi Tenggara,Sulawesi
2020-11-23,25,1,35,-11,6441,234,5128,1079,Sulawesi Utara,Sulawesi
2020-11-23,33,3,63,-33,18626,380,15150,3096,Sumatera Barat,Sumatera
2020-11-23,33,1,20,12,9112,485,7322,1305,Sumatera Selatan,Sumatera
2020-11-23,84,0,81,3,14981,595,12374,2012,Sumatera Utara,Sumatera
2020-11-24,6,0,0,6,8160,320,6367,1473,Aceh,Sumatera
2020-11-24,111,1,105,5,13285,409,12130,746,Bali,Nusa Tenggara
2020-11-24,144,7,20,117,11892,313,8257,3322,Banten,Jawa
2020-11-24,13,0,19,-6,1587,71,1266,250,Bengkulu,Sumatera
2020-11-24,1015,19,1089,-93,128701,2541,117871,8289,DKI Jakarta,Jawa
2020-11-24,84,6,40,38,5288,133,3994,1161,Daerah Istimewa Yogyakarta,Jawa
2020-11-24,2,0,0,2,3065,88,2956,21,Gorontalo,Sulawesi
2020-11-24,41,1,8,32,1689,36,1182,471,Jambi,Sumatera
2020-11-24,299,4,452,-157,48957,865,39246,8846,Jawa Barat,Jawa
2020-11-24,928,13,300,615,49301,2153,36453,10695,Jawa Tengah,Jawa
2020-11-24,354,31,157,166,59349,4213,52537,2599,Jawa Timur,Jawa
2020-11-24,31,0,60,-29,2285,20,1730,535,Kalimantan Barat,Kalimantan
2020-11-24,21,2,26,-7,12933,517,11634,782,Kalimantan Selatan,Kalimantan
2020-11-24,51,0,30,21,5492,183,4404,905,Kalimantan Tengah,Kalimantan
2020-11-24,90,0,125,-35,18500,536,15261,2703,Kalimantan Timur,Kalimantan
2020-11-24,89,0,14,75,1235,15,908,312,Kalimantan Utara,Kalimantan
2020-11-24,15,0,5,10,908,12,769,127,Kepulauan Bangka Belitung,Sumatera
2020-11-24,45,0,3,42,5253,121,3508,1624,Kepulauan Riau,Sumatera
2020-11-24,67,0,9,58,3153,135,1732,1286,Lampung,Sumatera
2020-11-24,0,0,0,0,4271,60,3693,518,Maluku,Maluku
2020-11-24,3,1,5,-3,2352,81,1971,300,Maluku Utara,Maluku
2020-11-24,14,0,9,5,4548,235,3638,675,Nusa Tenggara Barat,Nusa Tenggara
2020-11-24,1,0,1,0,960,16,679,265,Nusa Tenggara Timur,Nusa Tenggara
2020-11-24,100,0,0,100,9858,137,5030,4691,Papua,Papua
2020-11-24,76,1,27,48,5076,81,4452,543,Papua Barat,Papua
2020-11-24,138,3,116,19,18892,421,16386,2085,Riau,Sumatera
2020-11-24,2,0,1,1,1377,20,1009,348,Sulawesi Barat,Sulawesi
2020-11-24,95,0,88,7,20087,486,18120,1481,Sulawesi Selatan,Sulawesi
2020-11-24,81,0,11,70,1632,62,969,601,Sulawesi Tengah,Sulawesi
2020-11-24,65,0,21,44,6167,97,4500,1570,Sulawesi Tenggara,Sulawesi
2020-11-24,28,3,33,-8,6469,237,5161,1071,Sulawesi Utara,Sulawesi
2020-11-24,58,1,131,-74,18684,381,15281,3022,Sumatera Barat,Sumatera
2020-11-24,47,4,67,-24,9159,489,7389,1281,Sumatera Selatan,Sumatera
2020-11-24,81,2,77,2,15062,597,12451,2014,Sumatera Utara,Sumatera
2020-11-25,39,5,140,-106,8199,325,6507,1367,Aceh,Sumatera
2020-11-25,95,3,66,26,13380,412,12196,772,Bali,Nusa Tenggara
2020-11-25,128,2,83,43,12020,315,8340,3365,Banten,Jawa
2020-11-25,48,1,20,27,1635,72,1286,277,Bengkulu,Sumatera
2020-11-25,1273,17,1091,165,129974,2558,118962,8454,DKI Jakarta,Jawa
2020-11-25,150,3,143,4,5438,136,4137,1165,Daerah Istimewa Yogyakarta,Jawa
2020-11-25,0,0,0,0,3065,88,2956,21,Gorontalo,Sulawesi
2020-11-25,45,0,45,0,1734,36,1227,471,Jambi,Sumatera
2020-11-25,741,7,717,17,49698,872,39963,8863,Jawa Barat,Jawa
2020-11-25,1008,9,363,636,50309,2162,36816,11331,Jawa Tengah,Jawa
2020-11-25,402,34,280,88,59751,4247,52817,2687,Jawa Timur,Jawa
2020-11-25,24,0,53,-29,2309,20,1783,506,Kalimantan Barat,Kalimantan
2020-11-25,64,1,29,34,12997,518,11663,816,Kalimantan Selatan,Kalimantan
2020-11-25,58,0,40,18,5550,183,4444,923,Kalimantan Tengah,Kalimantan
2020-11-25,190,0,228,-38,18690,536,15489,2665,Kalimantan Timur,Kalimantan
2020-11-25,48,0,1,47,1283,15,909,359,Kalimantan Utara,Kalimantan
2020-11-25,19,0,12,7,927,12,781,134,Kepulauan Bangka Belitung,Sumatera
2020-11-25,28,7,388,-367,5281,128,3896,1257,Kepulauan Riau,Sumatera
2020-11-25,84,9,50,25,3237,144,1782,1311,Lampung,Sumatera
2020-11-25,53,0,52,1,4324,60,3745,519,Maluku,Maluku
2020-11-25,3,0,0,3,2355,81,1971,303,Maluku Utara,Maluku
2020-11-25,10,2,32,-24,4558,237,3670,651,Nusa Tenggara Barat,Nusa Tenggara
2020-11-25,42,1,9,32,1002,17,688,297,Nusa Tenggara Timur,Nusa Tenggara
2020-11-25,39,0,0,39,9897,137,5030,4730,Papua,Papua
2020-11-25,79,0,14,65,5155,81,4466,608,Papua Barat,Papua
2020-11-25,236,5,180,51,19128,426,16566,2136,Riau,Sumatera
2020-11-25,2,0,217,-215,1379,20,1226,133,Sulawesi Barat,Sulawesi
2020-11-25,37,2,34,1,20124,488,18154,1482,Sulawesi Selatan,Sulawesi
2020-11-25,55,4,12,39,1687,66,981,640,Sulawesi Tengah,Sulawesi
2020-11-25,52,1,0,51,6219,98,4500,1621,Sulawesi Tenggara,Sulawesi
2020-11-25,79,0,28,51,6548,237,5189,1122,Sulawesi Utara,Sulawesi
2020-11-25,260,6,232,22,18944,387,15513,3044,Sumatera Barat,Sumatera
2020-11-25,59,0,48,11,9218,489,7437,1292,Sumatera Selatan,Sumatera
